product_id;user_id;id;rating
180;34353;144;2
87;76299;145;3
295;44849;146;1
298;44849;147;5
59;19858;148;2
111;76299;149;2
182;34353;150;4
188;34353;151;4
196;34353;152;4
120;76299;153;4
32;19858;154;5
180;44849;155;3
219;34353;156;1
229;34353;157;5
241;34353;158;4
62;19858;159;1
30;44849;160;3
64;19858;161;1
67;19858;162;1
249;34353;163;3
252;34353;164;4
255;34353;165;3
264;34353;166;2
276;34353;167;3
74;19858;168;2
294;34353;169;4
182;44849;170;5
295;34353;171;1
126;76299;172;2
81;19858;173;1
298;34353;174;1
128;76299;175;4
137;76299;176;5
144;76299;177;5
146;76299;178;1
4;26911;179;5
5;26911;180;1
84;19858;181;2
154;76299;182;1
87;19858;183;1
30;26911;184;1
97;19858;185;1
166;76299;186;5
180;76299;187;3
182;76299;188;4
111;19858;189;2
188;76299;190;2
120;19858;191;2
196;76299;192;3
219;76299;193;3
32;26911;194;3
229;76299;195;4
59;26911;196;1
62;26911;197;1
241;76299;198;2
64;26911;199;1
126;19858;200;5
67;26911;201;3
74;26911;202;3
128;19858;203;3
249;76299;204;1
252;76299;205;4
137;19858;206;5
81;26911;207;1
264;76299;208;1
144;19858;209;5
276;76299;210;2
146;19858;211;1
154;19858;212;3
294;76299;213;2
84;26911;214;4
295;76299;215;1
166;19858;216;5
87;26911;217;3
180;19858;218;1
97;26911;219;4
182;19858;220;1
298;76299;221;3
111;26911;222;1
188;19858;223;3
120;26911;224;1
255;76299;225;5
126;26911;226;5
196;19858;227;4
219;19858;228;1
128;26911;229;4
229;19858;230;2
137;26911;231;1
144;26911;232;5
146;26911;233;1
241;19858;234;2
154;26911;235;3
64;76299;236;1
97;76299;237;2
249;19858;238;1
252;19858;239;1
166;26911;240;5
180;26911;241;1
182;26911;242;2
188;26911;243;1
196;26911;244;4
219;26911;245;1
229;26911;246;1
241;26911;247;1
249;26911;248;1
264;19858;249;2
252;26911;250;2
255;26911;251;1
276;19858;252;2
264;26911;253;1
294;19858;254;1
276;26911;255;1
294;26911;256;4
295;26911;257;1
295;19858;258;1
298;26911;259;1
298;19858;260;1
255;19858;261;2
4;19858;262;5
4;45055;263;1
5;45055;264;2
30;45055;265;4
32;45055;266;3
59;45055;267;4
62;45055;268;1
64;45055;269;1
67;45055;270;3
74;45055;271;2
81;45055;272;3
84;45055;273;2
87;45055;274;4
97;45055;275;2
111;45055;276;1
120;45055;277;3
126;45055;278;5
128;45055;279;4
137;45055;280;3
144;45055;281;2
146;45055;282;1
154;45055;283;4
166;45055;284;5
180;45055;285;4
182;45055;286;2
188;45055;287;1
196;45055;288;3
219;45055;289;4
229;45055;290;5
241;45055;291;4
249;45055;292;3
252;45055;293;2
255;45055;294;4
264;45055;295;5
276;45055;296;4
294;45055;297;5
295;45055;298;4
298;45055;299;3
4;28635;300;1
5;28635;301;1
4;72723;302;5
5;72723;303;5
30;28635;304;4
30;72723;305;3
32;28635;306;5
59;28635;307;4
32;72723;308;5
62;28635;309;1
59;72723;310;2
4;41135;311;4
62;72723;312;2
5;41135;313;2
64;28635;314;4
30;41135;315;4
64;72723;316;2
67;72723;317;1
67;28635;318;3
32;41135;319;2
81;72723;320;2
74;28635;321;1
84;72723;322;5
59;41135;323;5
4;91408;324;5
87;72723;325;5
81;28635;326;3
62;41135;327;2
97;72723;328;5
5;91408;329;5
111;72723;330;5
30;91408;331;5
32;91408;332;5
120;72723;333;1
67;41135;334;2
59;91408;335;4
62;91408;336;2
84;28635;337;4
126;72723;338;2
128;72723;339;5
137;72723;340;2
87;28635;341;1
144;72723;342;2
64;91408;343;2
97;28635;344;1
154;72723;345;5
67;91408;346;4
111;28635;347;4
74;91408;348;1
166;72723;349;2
81;91408;350;4
120;28635;351;1
180;72723;352;2
84;91408;353;4
182;72723;354;3
87;91408;355;5
188;72723;356;3
126;28635;357;4
196;72723;358;3
128;28635;359;1
219;72723;360;3
97;91408;361;5
229;72723;362;2
241;72723;363;2
111;91408;364;5
249;72723;365;2
120;91408;366;3
252;72723;367;2
126;91408;368;3
128;91408;369;5
255;72723;370;2
264;72723;371;4
137;91408;372;5
144;91408;373;5
276;72723;374;3
146;91408;375;5
294;72723;376;3
154;91408;377;2
166;91408;378;4
295;72723;379;1
137;28635;380;1
144;28635;381;3
180;91408;382;3
146;28635;383;1
182;91408;384;5
298;72723;385;3
188;91408;386;5
196;91408;387;5
219;91408;388;5
229;91408;389;3
241;91408;390;3
146;72723;391;5
249;91408;392;3
252;91408;393;3
154;28635;394;1
255;91408;395;3
264;91408;396;4
166;28635;397;5
276;91408;398;4
74;72723;399;1
180;28635;400;1
294;91408;401;5
295;91408;402;5
298;91408;403;5
182;28635;404;3
188;28635;405;4
196;28635;406;4
219;28635;407;1
229;28635;408;1
241;28635;409;2
249;28635;410;1
252;28635;411;5
255;28635;412;5
264;28635;413;1
276;28635;414;4
294;28635;415;1
295;28635;416;1
298;41135;417;3
298;28635;418;1
74;41135;419;4
64;41135;420;5
81;41135;421;2
84;41135;422;4
87;41135;423;4
97;41135;424;4
111;41135;425;2
120;41135;426;2
126;41135;427;3
128;41135;428;4
137;41135;429;4
144;41135;430;4
146;41135;431;3
154;41135;432;3
166;41135;433;3
180;41135;434;3
182;41135;435;3
188;41135;436;3
196;41135;437;2
219;41135;438;3
229;41135;439;4
241;41135;440;3
249;41135;441;2
252;41135;442;2
255;41135;443;3
276;41135;444;2
295;41135;445;3
294;41135;446;3
264;41135;447;2
4;58092;448;2
5;58092;449;4
30;58092;450;3
32;58092;451;3
59;58092;452;4
62;58092;453;3
64;58092;454;4
67;58092;455;4
74;58092;456;4
81;58092;457;4
84;58092;458;4
87;58092;459;2
111;58092;460;2
120;58092;461;4
126;58092;462;3
128;58092;463;4
137;58092;464;3
144;58092;465;3
146;58092;466;2
154;58092;467;2
166;58092;468;4
180;58092;469;4
182;58092;470;4
188;58092;471;4
196;58092;472;4
219;58092;473;4
229;58092;474;4
241;58092;475;3
249;58092;476;3
255;58092;477;4
264;58092;478;3
276;58092;479;3
294;58092;480;4
295;58092;481;3
298;58092;482;4
97;58092;483;2
252;58092;484;2
4;41367;485;3
5;41367;486;4
30;41367;487;4
32;41367;488;4
59;41367;489;4
62;41367;490;3
64;41367;491;4
67;41367;492;3
74;41367;493;3
81;41367;494;4
84;41367;495;3
87;41367;496;3
97;41367;497;3
111;41367;498;3
120;41367;499;3
126;41367;500;4
128;41367;501;3
137;41367;502;3
144;41367;503;2
146;41367;504;4
154;41367;505;3
166;41367;506;4
180;41367;507;2
182;41367;508;3
188;41367;509;3
196;41367;510;4
219;41367;511;1
229;41367;512;4
241;41367;513;1
249;41367;514;1
252;41367;515;4
255;41367;516;4
264;41367;517;2
276;41367;518;3
294;41367;519;2
295;41367;520;1
298;41367;521;1
4;33540;522;3
5;33540;523;4
4;23981;524;4
30;33540;525;5
5;23981;526;5
32;33540;527;2
59;33540;528;3
30;23981;529;4
32;23981;530;4
4;95697;531;3
62;33540;532;3
59;23981;533;3
64;33540;534;2
67;33540;535;2
62;23981;536;2
74;33540;537;3
64;23981;538;3
5;95697;539;4
81;33540;540;2
67;23981;541;2
84;33540;542;4
74;23981;543;2
87;33540;544;1
97;33540;545;2
81;23981;546;1
111;33540;547;4
84;23981;548;4
4;49373;549;2
120;33540;550;4
126;33540;551;5
128;33540;552;3
87;23981;553;3
5;49373;554;4
137;33540;555;1
30;49373;556;4
144;33540;557;2
146;33540;558;1
32;49373;559;3
154;33540;560;4
59;49373;561;3
166;33540;562;4
97;23981;563;3
62;49373;564;2
180;33540;565;5
182;33540;566;5
30;95697;567;3
111;23981;568;4
4;70811;569;4
64;49373;570;4
4;95408;571;1
32;95697;572;5
188;33540;573;5
120;23981;574;3
5;70811;575;3
67;49373;576;2
5;95408;577;1
59;95697;578;1
74;49373;579;2
196;33540;580;2
62;95697;581;2
126;23981;582;4
30;70811;583;1
219;33540;584;2
81;49373;585;4
30;95408;586;1
64;95697;587;2
229;33540;588;1
128;23981;589;5
32;70811;590;5
67;95697;591;1
241;33540;592;1
84;49373;593;4
4;73508;594;5
137;23981;595;5
87;49373;596;2
74;95697;597;2
249;33540;598;1
144;23981;599;5
97;49373;600;4
252;33540;601;2
59;70811;602;5
111;49373;603;4
255;33540;604;1
62;70811;605;5
81;95697;606;3
146;23981;607;2
4;63352;608;2
64;70811;609;5
120;49373;610;2
154;23981;611;2
264;33540;612;2
67;70811;613;5
84;95697;614;2
276;33540;615;3
5;73508;616;5
74;70811;617;1
4;24894;618;1
4;16947;619;5
294;33540;620;1
166;23981;621;2
126;49373;622;4
81;70811;623;1
30;73508;624;5
295;33540;625;4
84;70811;626;4
5;63352;627;3
4;20895;628;3
87;95697;629;4
128;49373;630;2
59;95408;631;4
180;23981;632;4
298;33540;633;4
87;70811;634;1
5;16947;635;5
182;23981;636;4
97;70811;637;1
5;24894;638;4
62;95408;639;1
32;73508;640;5
4;88836;641;4
188;23981;642;3
111;70811;643;4
97;95697;644;3
59;73508;645;4
64;95408;646;3
137;49373;647;4
196;23981;648;2
120;70811;649;1
30;24894;650;1
30;16947;651;5
219;23981;652;2
62;73508;653;4
5;88836;654;4
67;95408;655;4
4;34306;656;1
144;49373;657;5
64;73508;658;4
30;63352;659;4
146;49373;660;2
30;88836;661;3
32;24894;662;5
74;95408;663;1
111;95697;664;2
126;70811;665;1
5;34306;666;3
154;49373;667;3
32;16947;668;4
32;88836;669;5
229;23981;670;3
128;70811;671;5
81;95408;672;2
5;20895;673;3
67;73508;674;3
137;70811;675;5
120;95697;676;1
59;88836;677;5
32;63352;678;5
84;95408;679;5
144;70811;680;5
74;73508;681;5
126;95697;682;4
241;23981;683;3
59;24894;684;4
59;16947;685;2
62;88836;686;2
30;34306;687;2
128;95697;688;5
166;49373;689;4
249;23981;690;3
146;70811;691;1
62;24894;692;2
32;34306;693;3
62;16947;694;2
154;70811;695;1
137;95697;696;2
64;88836;697;3
30;20895;698;1
87;95408;699;1
59;34306;700;4
59;63352;701;4
166;70811;702;5
252;23981;703;2
64;24894;704;4
97;95408;705;1
64;16947;706;2
180;70811;707;1
67;88836;708;3
81;73508;709;1
255;23981;710;3
144;95697;711;5
67;24894;712;3
74;88836;713;1
67;16947;714;2
120;95408;715;3
188;70811;716;1
146;95697;717;1
74;24894;718;3
264;23981;719;4
74;16947;720;2
81;88836;721;4
126;95408;722;2
154;95697;723;2
81;24894;724;4
128;95408;725;2
84;88836;726;2
196;70811;727;4
180;49373;728;3
81;16947;729;1
219;70811;730;4
4;34459;731;4
87;88836;732;2
84;24894;733;5
62;34306;734;3
182;49373;735;5
276;23981;736;3
84;73508;737;1
97;88836;738;1
229;70811;739;5
166;95697;740;3
137;95408;741;5
294;23981;742;3
111;88836;743;1
188;49373;744;4
241;70811;745;5
87;24894;746;2
180;95697;747;2
87;73508;748;1
295;23981;749;2
120;88836;750;1
196;49373;751;4
144;95408;752;5
97;24894;753;2
4;29802;754;2
5;34459;755;2
219;49373;756;4
182;95697;757;2
111;24894;758;1
4;78423;759;2
32;20895;760;3
188;95697;761;2
126;88836;762;3
64;63352;763;5
249;70811;764;1
229;49373;765;4
84;16947;766;3
97;73508;767;1
196;95697;768;3
298;23981;769;3
241;49373;770;5
67;63352;771;2
252;70811;772;2
64;34306;773;5
5;78423;774;1
146;95408;775;3
87;16947;776;4
249;49373;777;3
219;95697;778;1
255;70811;779;5
74;63352;780;1
154;95408;781;1
5;29802;782;2
67;34306;783;3
4;89511;784;4
252;49373;785;4
229;95697;786;1
128;88836;787;4
30;34459;788;4
4;23645;789;5
166;95408;790;4
97;16947;791;2
30;29802;792;3
255;49373;793;5
74;34306;794;1
264;70811;795;5
5;23645;796;1
180;95408;797;1
59;20895;798;3
137;88836;799;3
111;16947;800;3
276;70811;801;5
81;34306;802;4
62;20895;803;3
264;49373;804;3
182;95408;805;2
64;20895;806;1
111;73508;807;3
32;34459;808;5
294;70811;809;5
84;34306;810;3
276;49373;811;4
81;63352;812;3
241;95697;813;2
144;88836;814;3
30;78423;815;2
295;70811;816;1
87;34306;817;1
67;20895;818;1
120;24894;819;2
5;89511;820;5
120;16947;821;3
120;73508;822;2
249;95697;823;1
298;70811;824;5
74;20895;825;1
97;34306;826;1
294;49373;827;3
126;24894;828;1
188;95408;829;1
84;63352;830;5
252;95697;831;1
146;88836;832;2
295;49373;833;2
128;24894;834;5
111;34306;835;1
126;73508;836;4
126;16947;837;3
30;23645;838;4
255;95697;839;3
81;20895;840;1
196;95408;841;1
154;88836;842;2
128;73508;843;5
137;24894;844;5
264;95697;845;1
4;93347;846;1
128;16947;847;5
32;78423;848;2
166;88836;849;4
298;49373;850;3
219;95408;851;2
87;63352;852;5
276;95697;853;1
137;73508;854;5
30;89511;855;4
5;93347;856;2
180;88836;857;2
59;78423;858;1
120;34306;859;1
32;23645;860;5
144;24894;861;3
144;73508;862;3
182;88836;863;2
294;95697;864;1
229;95408;865;3
84;20895;866;1
30;93347;867;3
182;70811;868;3
146;24894;869;1
32;89511;870;5
295;95697;871;1
97;63352;872;4
188;88836;873;2
241;95408;874;1
146;73508;875;2
32;93347;876;4
62;78423;877;1
126;34306;878;3
111;63352;879;2
196;88836;880;3
154;73508;881;2
59;93347;882;5
154;24894;883;1
59;89511;884;5
120;63352;885;1
128;34306;886;3
62;93347;887;2
219;88836;888;1
166;24894;889;5
298;95697;890;1
64;93347;891;3
229;88836;892;5
166;73508;893;3
59;34459;894;4
241;88836;895;4
126;63352;896;1
67;93347;897;4
137;34306;898;3
249;88836;899;2
74;93347;900;2
180;24894;901;3
64;78423;902;1
249;95408;903;2
81;93347;904;2
252;95408;905;2
182;24894;906;1
62;89511;907;5
144;34306;908;3
62;34459;909;2
252;88836;910;3
128;63352;911;4
146;34306;912;2
84;93347;913;1
64;34459;914;2
62;23645;915;4
188;24894;916;3
87;93347;917;1
154;34306;918;1
180;73508;919;5
67;34459;920;2
64;89511;921;5
196;24894;922;3
97;93347;923;1
182;73508;924;4
32;29802;925;5
255;95408;926;3
219;24894;927;3
67;89511;928;4
188;73508;929;4
137;63352;930;5
166;34306;931;4
64;23645;932;1
196;73508;933;4
229;24894;934;4
59;29802;935;3
67;78423;936;1
144;63352;937;5
180;34306;938;1
255;88836;939;5
74;78423;940;1
74;89511;941;4
74;34459;942;2
219;73508;943;5
62;29802;944;3
67;23645;945;1
64;29802;946;3
241;24894;947;4
81;78423;948;1
81;34459;949;3
182;34306;950;3
84;78423;951;3
81;89511;952;4
249;24894;953;3
137;16947;954;4
264;95408;955;4
252;24894;956;2
84;34459;957;1
67;29802;958;3
111;93347;959;3
255;24894;960;5
188;34306;961;3
120;93347;962;2
74;29802;963;3
84;89511;964;4
144;16947;965;4
74;23645;966;4
264;24894;967;2
196;34306;968;3
146;16947;969;2
126;93347;970;2
81;29802;971;3
87;34459;972;4
154;16947;973;4
276;24894;974;3
219;34306;975;2
276;95408;976;2
97;34459;977;2
87;89511;978;4
166;16947;979;4
229;34306;980;5
128;93347;981;3
294;95408;982;2
294;24894;983;2
241;34306;984;5
84;29802;985;1
276;88836;986;2
81;23645;987;3
180;16947;988;3
295;24894;989;1
111;34459;990;1
295;95408;991;2
97;89511;992;4
137;93347;993;5
249;34306;994;4
298;24894;995;2
87;29802;996;2
120;34459;997;1
252;34306;998;4
298;95408;999;2
182;16947;1000;2
144;93347;1001;2
111;89511;1002;4
255;34306;1003;5
146;93347;1004;2
188;16947;1005;2
4;45566;1006;3
264;34306;1007;2
154;93347;1008;1
166;93347;1009;3
196;16947;1010;2
276;34306;1011;3
295;88836;1012;1
219;16947;1013;2
180;93347;1014;3
294;34306;1015;2
298;88836;1016;1
126;34459;1017;4
229;16947;1018;3
97;29802;1019;1
5;45566;1020;2
146;63352;1021;3
182;93347;1022;4
294;88836;1023;4
111;29802;1024;3
295;34306;1025;1
128;34459;1026;3
188;93347;1027;2
126;89511;1028;5
241;16947;1029;2
84;23645;1030;2
154;63352;1031;3
4;62811;1032;5
111;95408;1033;5
196;93347;1034;2
264;88836;1035;3
120;29802;1036;3
128;89511;1037;4
32;45566;1038;4
166;63352;1039;5
219;93347;1040;3
126;29802;1041;3
249;16947;1042;1
59;45566;1043;5
298;34306;1044;2
137;89511;1045;5
229;93347;1046;5
252;16947;1047;1
180;63352;1048;2
128;29802;1049;2
62;45566;1050;2
137;34459;1051;4
241;93347;1052;1
144;89511;1053;3
87;23645;1054;3
64;45566;1055;3
255;16947;1056;4
249;93347;1057;1
87;20895;1058;3
144;34459;1059;3
137;29802;1060;2
146;89511;1061;4
182;63352;1062;1
252;93347;1063;5
264;16947;1064;2
276;16947;1065;2
255;93347;1066;5
294;16947;1067;2
188;63352;1068;1
154;89511;1069;3
146;34459;1070;3
229;73508;1071;3
264;93347;1072;3
87;78423;1073;2
241;73508;1074;3
276;93347;1075;3
97;20895;1076;3
97;78423;1077;1
166;89511;1078;5
196;63352;1079;3
5;62811;1080;1
32;95408;1081;2
111;20895;1082;3
111;78423;1083;2
249;73508;1084;2
180;89511;1085;5
120;20895;1086;2
252;73508;1087;1
154;34459;1088;3
219;63352;1089;2
255;73508;1090;3
182;89511;1091;5
166;34459;1092;5
229;63352;1093;5
294;93347;1094;2
97;23645;1095;2
295;93347;1096;1
264;73508;1097;3
180;34459;1098;4
111;23645;1099;2
120;78423;1100;1
295;16947;1101;2
120;23645;1102;3
276;73508;1103;2
188;89511;1104;4
241;63352;1105;3
298;93347;1106;1
182;34459;1107;4
126;20895;1108;3
298;16947;1109;3
249;63352;1110;3
144;29802;1111;5
128;20895;1112;5
294;73508;1113;5
126;78423;1114;2
252;63352;1115;4
196;89511;1116;2
188;34459;1117;3
30;62811;1118;2
126;23645;1119;4
255;63352;1120;5
146;29802;1121;3
128;78423;1122;3
295;73508;1123;3
196;34459;1124;3
128;23645;1125;5
154;29802;1126;2
298;73508;1127;4
219;34459;1128;2
137;20895;1129;1
137;78423;1130;1
144;78423;1131;1
74;45566;1132;3
137;23645;1133;4
219;89511;1134;1
229;34459;1135;3
166;29802;1136;3
146;78423;1137;1
144;20895;1138;4
264;63352;1139;2
241;34459;1140;2
180;29802;1141;2
81;45566;1142;4
249;34459;1143;1
276;63352;1144;4
84;45566;1145;5
229;89511;1146;4
67;45566;1147;5
154;78423;1148;2
241;89511;1149;5
146;20895;1150;3
252;34459;1151;3
166;78423;1152;1
294;63352;1153;2
180;78423;1154;1
255;34459;1155;1
87;45566;1156;5
295;63352;1157;1
154;20895;1158;4
144;23645;1159;4
249;89511;1160;2
264;34459;1161;4
182;29802;1162;3
146;23645;1163;1
188;78423;1164;1
298;63352;1165;1
196;78423;1166;1
252;89511;1167;4
97;45566;1168;4
276;34459;1169;4
166;20895;1170;2
4;61018;1171;2
219;78423;1172;1
32;62811;1173;1
188;29802;1174;2
196;29802;1175;3
294;34459;1176;3
154;23645;1177;3
255;89511;1178;5
295;34459;1179;1
59;62811;1180;1
5;61018;1181;2
182;20895;1182;4
298;34459;1183;1
219;29802;1184;1
188;20895;1185;1
229;29802;1186;5
166;23645;1187;3
196;20895;1188;1
111;45566;1189;3
229;78423;1190;1
264;89511;1191;3
62;63352;1192;3
241;29802;1193;5
30;61018;1194;3
241;78423;1195;1
219;20895;1196;3
249;78423;1197;1
249;29802;1198;3
252;78423;1199;2
252;29802;1200;3
32;61018;1201;2
276;89511;1202;4
255;29802;1203;4
294;89511;1204;5
255;78423;1205;1
180;23645;1206;3
59;61018;1207;1
4;99085;1208;5
182;23645;1209;3
295;89511;1210;1
126;45566;1211;4
264;78423;1212;3
62;62811;1213;3
128;45566;1214;3
276;78423;1215;3
188;23645;1216;4
294;78423;1217;3
137;45566;1218;4
196;23645;1219;4
229;20895;1220;5
62;61018;1221;2
64;62811;1222;5
64;61018;1223;1
295;78423;1224;1
144;45566;1225;4
219;23645;1226;1
241;20895;1227;5
264;29802;1228;4
298;78423;1229;3
146;45566;1230;2
298;89511;1231;3
249;20895;1232;4
276;29802;1233;4
252;20895;1234;4
67;61018;1235;1
229;23645;1236;3
294;29802;1237;1
74;61018;1238;1
255;20895;1239;5
295;29802;1240;2
241;23645;1241;4
5;99085;1242;5
81;61018;1243;1
264;20895;1244;3
154;45566;1245;4
276;20895;1246;2
249;23645;1247;1
166;45566;1248;5
252;23645;1249;4
84;61018;1250;2
294;20895;1251;2
298;29802;1252;1
180;45566;1253;4
255;23645;1254;4
87;61018;1255;1
120;89511;1256;5
182;45566;1257;5
97;61018;1258;1
295;20895;1259;2
67;62811;1260;2
188;45566;1261;3
264;23645;1262;1
30;99085;1263;5
111;61018;1264;1
196;45566;1265;3
276;23645;1266;1
298;20895;1267;2
120;61018;1268;1
294;23645;1269;3
219;45566;1270;2
126;61018;1271;1
74;62811;1272;4
295;23645;1273;2
229;45566;1274;4
298;23645;1275;1
128;61018;1276;4
81;62811;1277;5
241;45566;1278;3
249;45566;1279;1
252;45566;1280;3
137;61018;1281;1
32;99085;1282;5
255;45566;1283;4
84;62811;1284;2
144;61018;1285;2
180;20895;1286;2
264;45566;1287;3
59;23645;1288;2
276;45566;1289;4
146;61018;1290;1
182;78423;1291;1
294;45566;1292;2
154;61018;1293;1
59;99085;1294;3
87;62811;1295;1
295;45566;1296;2
166;61018;1297;1
298;45566;1298;2
180;61018;1299;1
182;61018;1300;1
97;62811;1301;1
188;61018;1302;4
111;62811;1303;1
196;61018;1304;5
62;99085;1305;3
219;61018;1306;2
120;62811;1307;3
120;45566;1308;2
126;62811;1309;4
64;99085;1310;3
67;99085;1311;3
128;62811;1312;5
30;45566;1313;2
74;99085;1314;3
229;61018;1315;2
137;62811;1316;2
241;61018;1317;1
81;99085;1318;2
249;61018;1319;1
252;61018;1320;2
255;61018;1321;2
144;62811;1322;4
84;99085;1323;2
264;61018;1324;3
276;61018;1325;1
87;99085;1326;2
294;61018;1327;4
146;62811;1328;4
295;61018;1329;2
97;99085;1330;2
298;61018;1331;1
111;99085;1332;2
154;62811;1333;1
120;99085;1334;3
166;62811;1335;3
126;99085;1336;3
180;62811;1337;5
128;99085;1338;5
137;99085;1339;5
182;62811;1340;3
144;99085;1341;5
188;62811;1342;2
146;99085;1343;4
196;62811;1344;3
154;99085;1345;3
166;99085;1346;3
219;62811;1347;4
180;99085;1348;2
229;62811;1349;4
182;99085;1350;3
241;62811;1351;5
188;99085;1352;5
196;99085;1353;5
249;62811;1354;5
219;99085;1355;5
252;62811;1356;4
229;99085;1357;2
255;62811;1358;4
241;99085;1359;2
249;99085;1360;2
252;99085;1361;2
255;99085;1362;2
264;62811;1363;3
264;99085;1364;4
276;62811;1365;4
276;99085;1366;2
294;99085;1367;4
294;62811;1368;4
295;99085;1369;3
295;62811;1370;2
298;99085;1371;4
298;62811;1372;1
4;50667;1373;1
5;50667;1374;3
30;50667;1375;4
32;50667;1376;5
59;50667;1377;4
62;50667;1378;2
64;50667;1379;3
67;50667;1380;1
74;50667;1381;1
81;50667;1382;4
84;50667;1383;3
87;50667;1384;2
97;50667;1385;1
4;64558;1386;1
111;50667;1387;1
5;64558;1388;1
4;46060;1389;4
5;46060;1390;3
4;36596;1391;4
120;50667;1392;1
4;50808;1393;3
30;64558;1394;4
5;36596;1395;5
30;46060;1396;5
4;97231;1397;5
30;36596;1398;5
126;50667;1399;3
32;46060;1400;5
5;50808;1401;3
32;64558;1402;4
128;50667;1403;4
32;36596;1404;4
4;38983;1405;2
59;46060;1406;4
4;29216;1407;4
59;64558;1408;4
137;50667;1409;4
62;46060;1410;5
64;46060;1411;3
30;50808;1412;4
4;55861;1413;4
62;64558;1414;3
59;36596;1415;5
67;46060;1416;2
144;50667;1417;4
64;64558;1418;4
74;46060;1419;3
32;50808;1420;5
62;36596;1421;4
5;97231;1422;5
146;50667;1423;3
67;64558;1424;4
64;36596;1425;5
81;46060;1426;3
154;50667;1427;2
5;38983;1428;4
5;55861;1429;3
67;36596;1430;4
74;64558;1431;4
87;46060;1432;4
166;50667;1433;4
30;97231;1434;5
97;46060;1435;5
81;64558;1436;4
111;46060;1437;4
30;38983;1438;5
4;10701;1439;4
180;50667;1440;2
120;46060;1441;4
59;50808;1442;4
5;10701;1443;4
32;38983;1444;4
32;97231;1445;5
126;46060;1446;4
182;50667;1447;2
62;50808;1448;4
5;29216;1449;2
30;55861;1450;5
64;50808;1451;5
128;46060;1452;5
74;36596;1453;4
84;64558;1454;5
67;50808;1455;4
74;50808;1456;2
30;10701;1457;4
59;38983;1458;5
81;36596;1459;5
137;46060;1460;3
81;50808;1461;5
84;50808;1462;4
188;50667;1463;1
59;97231;1464;5
84;36596;1465;4
4;52608;1466;2
196;50667;1467;3
87;64558;1468;5
87;50808;1469;3
32;55861;1470;4
144;46060;1471;5
87;36596;1472;2
97;64558;1473;5
146;46060;1474;4
30;29216;1475;5
67;45586;1476;4
219;50667;1477;1
111;64558;1478;5
97;50808;1479;2
97;36596;1480;2
229;50667;1481;3
120;64558;1482;5
62;38983;1483;3
59;55861;1484;1
5;52608;1485;1
64;45586;1486;4
111;36596;1487;3
62;97231;1488;5
59;10701;1489;4
241;50667;1490;2
64;38983;1491;4
111;50808;1492;1
120;36596;1493;4
126;64558;1494;4
126;50808;1495;4
67;38983;1496;5
126;36596;1497;3
62;10701;1498;3
32;29216;1499;4
62;45586;1500;2
